"","us-bibliographic-data-grant.publication-reference1","us-bibliographic-data-grant.publication-reference2","us-bibliographic-data-grant.publication-reference3","us-bibliographic-data-grant.publication-reference4","us-bibliographic-data-grant.application-reference1","us-bibliographic-data-grant.application-reference2","us-bibliographic-data-grant.application-reference3","us-bibliographic-data-grant.application-reference..attrs.appl-type","us-bibliographic-data-grant.us-application-series-code","us-bibliographic-data-grant.us-term-of-grant.length-of-grant","us-bibliographic-data-grant.classification-locarno.edition","us-bibliographic-data-grant.classification-locarno.main-classification","us-bibliographic-data-grant.classification-national.country","us-bibliographic-data-grant.classification-national.main-classification","us-bibliographic-data-grant.invention-title.text","us-bibliographic-data-grant.invention-title..attrs.id","us-bibliographic-data-grant.number-of-claims","us-bibliographic-data-grant.us-exemplary-claim","us-bibliographic-data-grant.figures.number-of-drawing-sheets","us-bibliographic-data-grant.figures.number-of-figures","us-bibliographic-data-grant.us-parties.us-applicants.address.city","us-bibliographic-data-grant.us-parties.us-applicants.address.country","us-bibliographic-data-grant.us-parties.us-applicants.country","us-bibliographic-data-grant.us-parties.us-applicants.sequence","us-bibliographic-data-grant.us-parties.us-applicants.app-type","us-bibliographic-data-grant.us-parties.us-applicants.designation","us-bibliographic-data-grant.us-parties.inventors1","us-bibliographic-data-grant.us-parties.inventors2","us-bibliographic-data-grant.us-parties.inventors.city","us-bibliographic-data-grant.us-parties.inventors.country","us-bibliographic-data-grant.us-parties.inventors.sequence","us-bibliographic-data-grant.us-parties.inventors.designation","drawings..attrs.id","description..attrs.id","us-claim-statement","claims1","claims.id","claims.num","claims..attrs.id",".attrs.lang",".attrs.dtd-version",".attrs.file",".attrs.status",".attrs.id",".attrs.country",".attrs.date-produced",".attrs.date-publ"
"xml","US","D0786723","S1","20170516","US","29503632","20140929","design","29","14","10","1004","US","D10 96","Housing cover","d2e53","1","1","1","1","Ingelfingen","DE","DE","001","applicant","us-only","Christie","Christopher","Kunzelsau","DE","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a housing cover, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786723-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786724","S1","20170516","US","29537352","20150825","design","29","15","10","1005","US","D101061","Proximity alert device","d2e53","1","1","4","6","Lincolnton","US","US","001","applicant","us-only","Seagle, Jr.","David Tom","Lincolnton","US","001","us-only","DRAWINGS","description","CLAIM","I claim the ornamental design for a proximity alert device, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786724-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786725","S1","20170516","US","29560389","20160406","design","29","15","10","1005","US","D101065","Alarm housing","d2e53","1","1","3","5","Morristown","US","US","001","applicant","us-only","McCormick","Matthew","South Elgin","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an alarm housing, as shown and described, except as disclaimed herein.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786725-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786726","S1","20170516","US","29564019","20160510","design","29","15","10","1005","US","D101091","Sign warning against texting","d2e53","1","1","2","6","Woodland Hills","US","US","001","applicant","us-only","Thompson","Demetrius","Woodland Hills","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a sign warning against texting, as shown.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786726-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786727","S1","20170516","US","29540481","20150924","design","29","15","10","0407","US","D10126","Tidal clock","d2e53","1","1","5","5","London","GB","GB","001","applicant","us-only","Leigh-Bramwell","Rob","London","GB","001","us-only","DRAWINGS","description","CLAIM","We claim the ornamental design for a tidal clock, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786727-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786728","S1","20170516","US","29540484","20150924","design","29","15","10","0407","US","D10126","Barometric clock","d2e53","1","1","6","6","London","GB","GB","001","applicant","us-only","Leigh-Bramwell","Rob","London","GB","001","us-only","DRAWINGS","description","CLAIM","We claim the ornamental design for a barometric clock, substantially as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786728-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786729","S1","20170516","US","29540564","20150925","design","29","15","10","0407","US","D10126","Tidal clock","d2e53","1","1","5","5","London","GB","GB","001","applicant","us-only","Leigh-Bramwell","Rob","London","GB","001","us-only","DRAWINGS","description","CLAIM","We claim the ornamental design for a tidal clock, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786729-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786730","S1","20170516","US","29557929","20160314","design","29","15","10","1101","US","D11 34","Jewelry ring","d2e53","1","1","4","5","Brookfield","US","US","001","applicant","us-only","Krainz","Roland","Brookfield","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a jewelry ring, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786730-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786731","S1","20170516","US","29557931","20160314","design","29","15","10","1101","US","D11 34","Jewelry ring","d2e53","1","1","4","5","Brookfield","US","US","001","applicant","us-only","Krainz","Roland","Brookfield","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a jewelry ring, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786731-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786732","S1","20170516","US","29557932","20160314","design","29","15","10","1101","US","D11 34","Jewelry ring","d2e53","1","1","4","5","Brookfield","US","US","001","applicant","us-only","Krainz","Roland","Brookfield","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a jewelry ring, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786732-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786733","S1","20170516","US","29544167","20151030","design","29","15","10","1101","US","D11 90","Precious stone","d2e71","1","1","3","3","Florence","IT","IT","001","applicant","us-only","Nasrollahi","Bobak Moghaddam","Florence","IT","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for precious stone, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786733-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786734","S1","20170516","US","29559853","20160331","design","29","15","10","1102","US","D11162","Flamingo novelty","d2e53","1","1","5","7","Chatsworth","US","US","001","applicant","us-only","Weiser","Michael","Calabasas","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a flamingo novelty, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786734-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786735","S1","20170516","US","29546770","20151125","design","29","15","10","0207","US","D11218","Belt adjusting device","d2e71","1","1","6","10","Yokosuka-shi, Kanagawa","JP","JP","001","applicant","us-only","Koreishi","Namiko","Yokosuka","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a belt adjusting device, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786735-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786736","S1","20170516","US","29535707","20150810","design","29","15","10","1208","US","D12 84","Bus","d2e71","1","1","6","7","Saint-Brethevin","FR","FR","001","applicant","us-only","Besson","Patrice","Chapponnay","FR","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a bus, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786736-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786737","S1","20170516","US","29521239","20150320","design","29","14","10","1211","US","D12114","Motorcycle engine upper structure","d2e71","1","1","7","7","Hyogo","JP","JP","001","applicant","us-only","Kobayashi","Mitsuru","Kobe","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a motorcycle engine upper structure, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786737-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786738","S1","20170516","US","29553937","20160205","design","29","15","10","1211","US","D12114","Bicycle warning sign","d2e53","1","1","6","6","Boca Raton","US","US","001","applicant","us-only","Bloch","Janel","Boca Raton","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a bicycle warning sign, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786738-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786739","S1","20170516","US","29548776","20151216","design","29","15","10","1211","US","D12126","Motorcycle","d2e71","1","1","10","10","Tokyo","JP","JP","001","applicant","us-only","Fujimoto","Yukitou","Wako","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a motorcycle, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786739-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786740","S1","20170516","US","29555849","20160225","design","29","15","10","1212","US","D12128","Electric wheelchair","d2e71","1","1","3","6","Tokyo","JP","JP","001","applicant","us-only","Abe","Mitsuhiro","Wako","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an electric wheelchair, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786740-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786741","S1","20170516","US","29545846","20151116","design","29","15","10","1212","US","D12133","Lateral stability wheel","d2e53","1","1","3","4","Saginaw","US","US","001","applicant","us-only","Bussinger","Allen","Saginaw","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a lateral stability wheel, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786741-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786742","S1","20170516","US","29543964","20151029","design","29","15","10","1216","US","D12163","Truck vehicle grille","d2e53","1","1","4","5","Lisle","US","US","001","applicant","us-only","Ito","Chris","Suger Grove","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a truck vehicle grille, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786742-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786743","S1","20170516","US","29549380","20151222","design","29","15","10","1216","US","D12163","Vehicle lower grille","d2e53","1","1","2","4","Detroit","US","US","001","applicant","us-only","Smith","Brian J.","Farmington Hills","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a vehicle lower grille, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786743-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786744","S1","20170516","US","29561847","20160420","design","29","15","10","1216","US","D12163","Automobile grille or representation thereof","d2e126","1","1","4","4","Warwickshire","GB","GB","001","applicant","us-only","Nurnberger","Miles","Warwickshire","GB","001","us-only","DRAWINGS","description","CLAIM","We claim the ornamental design for an automobile grille or representation thereof, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786744-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786745","S1","20170516","US","29551138","20160111","design","29","15","10","1216","US","D12167","Automobile front-bumper","d2e71","1","1","7","7","Chengdu","CN","CN","001","applicant","us-only","Zeng","Cheng","Chengdu","CN","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for an automobile front-bumper, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786745-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786746","S1","20170516","US","29527446","20150519","design","29","15","10","1216","US","D12169","Rear bumper","d2e90","1","1","7","8","Whitley, Coventry","GB","GB","001","applicant","us-only","Wheel","Andrew","Coventry","GB","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a rear bumper, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786746-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786747","S1","20170516","US","29555913","20160225","design","29","15","10","1216","US","D12169","Front bumper for a vehicle","d2e71","1","1","7","8","Whitley, Coventry","GB","GB","001","applicant","us-only","Woolley","Richard","Coventry","GB","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a front bumper for a vehicle, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786747-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786748","S1","20170516","US","29555972","20160226","design","29","15","10","1216","US","D12169","Front bumper for a vehicle","d2e71","1","1","4","5","Stuttgart","DE","DE","001","applicant","us-only","Hellwig","Volker","Stuttgart","DE","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a front bumper for a vehicle, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786748-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786749","S1","20170516","US","29555996","20160226","design","29","15","10","1216","US","D12169","Front bumper for automobile","d2e71","1","1","7","7","Yokohama, Kanagawa","JP","JP","001","applicant","us-only","Oohashi","Genta","Kanagawa","JP","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a front bumper for an automobile, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786749-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786750","S1","20170516","US","29547099","20151201","design","29","15","10","1216","US","D12173","Vehicle hood","d2e53","1","1","2","4","Detroit","US","US","001","applicant","us-only","Lee","Hwasup","Rochester Hills","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a vehicle hood, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786750-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786751","S1","20170516","US","29538120","20150901","design","29","15","10","1216","US","D12180","Vehicle brake friction pad","d2e53","1","1","2","6","Southfield","US","US","001","applicant","us-only","Buxton","Carl Richard","Cookeville","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a vehicle brake friction pad, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786751-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786752","S1","20170516","US","29538122","20150901","design","29","15","10","1216","US","D12180","Vehicle brake friction pad","d2e53","1","1","2","6","Southfield","US","US","001","applicant","us-only","Buxton","Carl Richard","Cookeville","US","001","us-only","DRAWINGS","description","CLAIM","The ornamental design for a vehicle brake friction pad, as shown and described.","CLM-00001","00001","claims","EN","v4.5 2014-04-03","USD0786752-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
