"","us-bibliographic-data-grant.publication-reference1","us-bibliographic-data-grant.publication-reference2","us-bibliographic-data-grant.publication-reference3","us-bibliographic-data-grant.publication-reference4","us-bibliographic-data-grant.application-reference1","us-bibliographic-data-grant.application-reference2","us-bibliographic-data-grant.application-reference3","us-bibliographic-data-grant.application-reference..attrs.appl-type","us-bibliographic-data-grant.us-application-series-code","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","us-bibliographic-data-grant.invention-title.text","us-bibliographic-data-grant.invention-title..attrs.id","us-bibliographic-data-grant.number-of-claims","us-bibliographic-data-grant.us-exemplary-claim","us-bibliographic-data-grant.us-parties.us-applicants.address.city","us-bibliographic-data-grant.us-parties.us-applicants.address.country","us-bibliographic-data-grant.us-parties.us-applicants.country","us-bibliographic-data-grant.us-parties.us-applicants.sequence","us-bibliographic-data-grant.us-parties.us-applicants.app-type","us-bibliographic-data-grant.us-parties.us-applicants.designation","us-bibliographic-data-grant.us-parties.inventors1","us-bibliographic-data-grant.us-parties.inventors2","us-bibliographic-data-grant.us-parties.inventors.city","us-bibliographic-data-grant.us-parties.inventors.country","us-bibliographic-data-grant.us-parties.inventors.sequence","us-bibliographic-data-grant.us-parties.inventors.designation","NA","NA","NA","NA","NA","NA","NA","description..attrs.id","us-claim-statement","claims..attrs.id",".attrs.lang",".attrs.dtd-version",".attrs.file",".attrs.status",".attrs.id",".attrs.country",".attrs.date-produced",".attrs.date-publ"
"xml","US","D0786756","S1","20170516","US","29537709","20150828","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lamp of vehicle side view mirror","d2e53","1","1","Tainan","TW","TW","001","applicant","us-only","Chen","Cheng-Chung","Tainan","TW","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786756-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786757","S1","20170516","US","29564478","20160513","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vehicle side view mirror","d2e53","1","1","Tainan","TW","TW","001","applicant","us-only","Chen","Cheng-Chung","Tainan","TW","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786757-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786758","S1","20170516","US","29536838","20150819","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Instrument panel for a motor vehicle","d2e71","1","1","Irvine","US","US","001","applicant","us-only","Chang","Ben Uk","Irvine","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786758-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786759","S1","20170516","US","29537190","20150824","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vehicle instrument cluster","d2e53","1","1","Southfield","US","US","001","applicant","us-only","Webb","Gareth","Farmington","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786759-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786760","S1","20170516","US","29567660","20160610","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Flanged gauge ring","d2e53","1","1","Ruian","CN","CN","001","applicant","us-only","Chen","Xian Da","Ruian","CN","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786760-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786761","S1","20170516","US","29530457","20150617","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Front door for a vehicle","d2e71","1","1","Munich","DE","DE","001","applicant","us-only","Luk","Calvin","Munich","DE","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786761-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786762","S1","20170516","US","29540107","20150921","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chassis fairing cap","d2e53","1","1","Prosper","US","US","001","applicant","us-only","Smith","Jeffrey P.","Prosper","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786762-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786763","S1","20170516","US","29555886","20160225","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rear door panel for automobiles","d2e71","1","1","Seoul","KR","KR","001","applicant","us-only","Park","Yong-Jin","Seoul","KR","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786763-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786764","S1","20170516","US","29519765","20150306","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wheel for an automobile","d2e53","1","1","Sugar Land","US","US","001","applicant","us-only","Youssef","Michael","Sugar Land","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786764-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786765","S1","20170516","US","29535933","20150812","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vehicle wheel","d2e71","1","1","Munich","DE","DE","001","applicant","us-only","Gardavsky","Gregor","Munich","DE","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786765-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786766","S1","20170516","US","29539453","20150915","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Vehicle wheel","d2e71","1","1","Munich","DE","DE","001","applicant","us-only","Rueckheim","Andre","Pfaffenhofen an der Ilm","DE","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786766-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786767","S1","20170516","US","29555174","20160219","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Rim","d2e71","1","1","Göteborg","SE","SE","001","applicant","us-only","Bjerke","Ole-Kristian","Göteborg","SE","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786767-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786768","S1","20170516","US","29519763","20150306","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wheel for an automobile","d2e53","1","1","Sugar Land","US","US","001","applicant","us-only","Youssef","Michael","Sugar Land","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786768-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786769","S1","20170516","US","29552834","20160126","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Adapter of windscreen wiper","d2e53","1","1","Gyeongsangbuk-do","KR","KR","001","applicant","us-only","Lee","Sang Chul","Gyeongsangbuk-do","KR","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786769-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786770","S1","20170516","US","29549466","20151222","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Aircraft passenger control console","d2e71","1","1","St-Laurent","CA","CA","001","applicant","us-only","Smallhorn","George R","St-Laurent","CA","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786770-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786771","S1","20170516","US","29558286","20160316","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cargo box","d2e53","1","1","Hillerstorp","SE","SE","001","applicant","us-only","Eriksson","Henrik","Jönköping","SE","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786771-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786772","S1","20170516","US","29543916","20151029","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tread portion of an automobile tire","d2e71","1","1","Tokyo","JP","JP","001","applicant","us-only","Kato","Keiichi","Tokyo","JP","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786772-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786773","S1","20170516","US","29568281","20160616","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tire tread","d2e71","1","1","Lempäälä","FI","FI","001","applicant","us-only","Raatikainen","Jouni Juhani","Lempäälä","FI","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786773-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786774","S1","20170516","US","29498327","20140801","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tire for automobile","d2e71","1","1","Kobe-shi, Hyogo","JP","JP","001","applicant","us-only","Sanae","Ryuhei","Kobe","JP","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786774-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786775","S1","20170516","US","29530317","20150616","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tread portion of an automobile tire","d2e71","1","1","Tokyo","JP","JP","001","applicant","us-only","Hayashi","Shintaro","Tokyo","JP","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786775-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786776","S1","20170516","US","29552958","20160127","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tread portion of automobile tire","d2e71","1","1","Tokyo","JP","JP","001","applicant","us-only","Aoki","Naotoshi","Tokyo","JP","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786776-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786777","S1","20170516","US","29566758","20160602","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tire","d2e53","1","1","Akron","US","US","001","applicant","us-only","Brayer","Randall Raymond","North Canton","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786777-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786778","S1","20170516","US","29542466","20151014","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Automobile tire","d2e73","1","1","Minato-ku, Tokyo","JP","JP","001","applicant","us-only","Suzuki","Takumi","Hiratsuka","JP","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786778-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786779","S1","20170516","US","29554985","20160217","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tire tread","d2e53","1","1","Nashville","US","US","001","applicant","us-only","Scheifele","Kevin E.","Atwater","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786779-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786780","S1","20170516","US","29557620","20160310","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tire","d2e71","1","1","Osaka-shi, Osaka","JP","JP","001","applicant","us-only","Sato","Yoshiki","Osaka","JP","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786780-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786781","S1","20170516","US","29522887","20150403","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tread of an automobile tire","d2e71","1","1","Tokyo","JP","JP","001","applicant","us-only","Takei","Ataka","Tokyo","JP","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786781-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786782","S1","20170516","US","29541579","20151006","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tire","d2e53","1","1","Akron","US","US","001","applicant","us-only","Dixon","Max Harold","Kent","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786782-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786783","S1","20170516","US","29562612","20160427","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tire tread","d2e71","1","1","Clermont-Ferrand","FR","FR","001","applicant","us-only","Marlier","Fabien","Clermont-Ferrand","FR","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786783-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786784","S1","20170516","US","29544104","20151030","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tire","d2e53","1","1","Lake Villa","US","US","001","applicant","us-only","Mathis","Michael","Lake Villa","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786784-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786785","S1","20170516","US","29544091","20151030","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tire","d2e53","1","1","Akron","US","US","001","applicant","us-only","Mathonet","Vincent Benoit","Harze","BE","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786785-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786786","S1","20170516","US","29487360","20140408","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tire for a car","d2e71","1","1","Gwangju","KR","KR","001","applicant","us-only","In","Sung-Hoon","Yongin-si","KR","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786786-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786787","S1","20170516","US","29562802","20160429","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Emergency power supply (PZ-700)","d2e53","1","1","Zhejiang Province","CN","CN","001","applicant","us-only","Yang","Zhaolin","Zhejiang Province","CN","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786787-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786788","S1","20170516","US","29523708","20150413","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wall charger","d2e53","1","1","Ningbo, Zhejiang","CN","CN","001","applicant","us-only","Chen","Pengcheng","Ningbo","CN","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786788-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786789","S1","20170516","US","29531420","20150625","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Charger for an electronic vaping device","d2e53","1","1","Midlothian","US","US","001","applicant","us-only","Jordan","Geoffrey B.","Midlothian","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786789-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786790","S1","20170516","US","29541038","20150930","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Portable power charger","d2e53","1","1","Glastonbury","US","US","001","applicant","us-only","Miller","Garold C.","Glastonbury","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786790-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786791","S1","20170516","US","29564324","20160512","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wireless charger for cellular phone","d2e71","1","1","Seoul","KR","KR","001","applicant","us-only","Jeong","Ki Hyun","Seoul","KR","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786791-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786792","S1","20170516","US","29558564","20160318","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Combination power adapter and detachable battery","d2e53","1","1","Glastonbury","US","US","001","applicant","us-only","Miller","Garold C.","Glastonbury","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786792-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786793","S1","20170516","US","29567103","20160606","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Redundant power supply","d2e53","1","1","Taipei","TW","TW","001","applicant","us-only","Lin","Pao-Tsun","Taipei","TW","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786793-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786794","S1","20170516","US","29523905","20150415","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Air motor","d2e53","1","1","Minneapolis","US","US","001","applicant","us-only","McCormick","Martin P.","Forest Lake","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786794-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786795","S1","20170516","US","29529180","20150604","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ignition coil","d2e53","1","1","Pompano Beach","US","US","001","applicant","us-only","Zhang","Yi","Pompano Beach","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786795-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786796","S1","20170516","US","29530032","20150612","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Electrical connector housing","d2e53","1","1","Middletown","US","US","001","applicant","us-only","Frye","Scott Michael","Palmyra","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786796-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786797","S1","20170516","US","29527045","20150515","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Power strip","d2e53","1","1","Taipei","TW","TW","001","applicant","us-only","Hsu","Cheng-Tsuen","Taipei","TW","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786797-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786798","S1","20170516","US","29509018","20141113","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Electrical connector","d2e71","1","1","Tokyo","JP","JP","001","applicant","us-only","Yokoyama","Yohei","Tokyo","JP","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786798-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786799","S1","20170516","US","29547908","20151209","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Electrical connector device","d2e308","1","1","Blomberg","DE","DE","001","applicant","us-only","Salomon","Thomas","Verl","DE","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786799-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786800","S1","20170516","US","29556597","20160302","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Electrical connector","d2e90","1","1","Blomberg","DE","DE","001","applicant","us-only","Utermoehle","Daniel","Uslar","DE","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786800-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786801","S1","20170516","US","29531156","20150623","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sheathed spring for strain relief of consumer electronics cords","d2e53","1","1","San Rafael","US","US","001","applicant","us-only","Stephens","Danielle Marie","San Rafael","US","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786801-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786802","S1","20170516","US","29448591","20130313","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Circuit breaker","d2e73","1","1","Heidelberg","DE","DE","001","applicant","us-only","Majewski","Joachim","Dossenheim","DE","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786802-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786803","S1","20170516","US","29533751","20150722","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Remote control for air conditioner","d2e71","1","1","Suwon-si","KR","KR","001","applicant","us-only","Kim","Daejoung","Seoul","KR","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786803-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
"xml","US","D0786804","S1","20170516","US","29569190","20160624","design","29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wireless remote control","d2e71","1","1","Cluses","FR","FR","001","applicant","us-only","Desagre","Thomas","Lyons","FR","001","us-only",NA,NA,NA,NA,NA,NA,NA,"description","CLAIM","claims","EN","v4.5 2014-04-03","USD0786804-20170516.XML","PRODUCTION","us-patent-grant","US","20170501","20170516"
